,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
1017,200501CP00280,531580.0,181510.0,-0.105019,51.517141,48,3,2,1,29/11/2005,3,16:39,570,E09000001,3,40,Dual carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1018,200501CP00281,531610.0,181290.0,-0.104669,51.515157,48,3,2,1,01/11/2005,3,10:55,570,E09000001,3,201,Dual carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1019,200501CP00282,532990.0,180680.0,-0.085022,51.509352,48,3,2,1,14/09/2005,4,17:15,570,E09000001,3,3211,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2005
1020,200501CP00283,531580.0,181170.0,-0.105146,51.514086,48,3,2,1,15/12/2005,5,11:00,570,E09000001,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Unknown,Dry,None,None,1,Yes,E01000004,2005
1021,200501CP00284,532160.0,181580.0,-0.096639,51.517635,48,3,2,1,23/11/2005,4,18:45,570,E09000001,3,1211,Roundabout,30,Giveway or uncontrolled,3,1,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000001,2005
1022,200501CP00285,533210.0,181430.0,-0.081571,51.51604,48,3,1,1,28/11/2005,2,21:42,570,E09000001,3,10,Dual carriageway,30,Automatic traffic signal,3,1211,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1023,200501CP00286,532740.0,181050.0,-0.088484,51.512736,48,3,1,1,01/12/2005,5,16:20,570,E09000001,5,0,Dual carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,No,E01000004,2005
1024,200501CP00287,532690.0,181130.0,-0.089174,51.513467,48,2,1,2,01/12/2005,5,23:30,570,E09000001,5,0,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,No,E01000004,2005
1025,200501CP00288,532390.0,180980.0,-0.093551,51.512189,48,3,1,1,02/12/2005,6,07:30,570,E09000001,5,0,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1026,200501CP00289,531590.0,181000.0,-0.105065,51.512556,48,3,2,1,02/12/2005,6,08:20,570,E09000001,5,0,One way street,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,No,E01000004,2005
1027,200501CP00290,533300.0,181130.0,-0.080388,51.513323,48,3,2,1,02/12/2005,6,09:15,570,E09000001,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1028,200501CP00291,533020.0,181060.0,-0.084447,51.51276,48,3,1,1,05/12/2005,2,12:00,570,E09000001,3,10,Single carriageway,30,Stop Sign,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1029,200501CP00292,532080.0,180930.0,-0.098034,51.511812,48,3,3,2,05/12/2005,2,14:15,570,E09000001,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1030,200501CP00293,531390.0,181560.0,-0.107737,51.517635,48,3,2,1,06/12/2005,3,10:45,570,E09000001,3,40,Roundabout,30,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1031,200501CP00294,532870.0,180790.0,-0.086709,51.510369,48,3,2,1,02/12/2005,6,18:00,570,E09000001,3,3,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2005
1032,200501CP00295,531610.0,181280.0,-0.104673,51.515067,48,3,2,1,07/12/2005,4,12:05,570,E09000001,3,201,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1033,200501CP00296,532740.0,181630.0,-0.088265,51.517948,48,3,2,1,07/12/2005,4,19:15,570,E09000001,3,501,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1034,200501CP00297,532030.0,181310.0,-0.098612,51.515239,48,3,1,1,07/12/2005,4,23:30,570,E09000001,3,40,Dual carriageway,30,Giveway or uncontrolled,3,40,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2005
1035,200501CP00298,532840.0,180750.0,-0.087156,51.510017,48,3,2,1,27/11/2005,1,17:00,570,E09000001,3,3,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000004,2005
1036,200501CP00299,532710.0,181100.0,-0.088897,51.513192,48,3,2,1,09/12/2005,6,07:35,570,E09000001,5,0,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1037,200501CP00300,531360.0,181450.0,-0.10821,51.516653,48,3,1,1,09/12/2005,6,13:02,570,E09000001,3,4,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1038,200501CP00301,533040.0,180820.0,-0.08425,51.510599,48,3,1,1,10/12/2005,7,00:15,570,E09000001,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1039,200501CP00302,533540.0,181200.0,-0.076905,51.513896,48,3,1,1,11/12/2005,1,02:50,570,E09000001,3,1211,Roundabout,30,Automatic traffic signal,3,11,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000005,2005
1040,200501CP00303,533350.0,180710.0,-0.079827,51.509537,48,3,2,1,14/12/2005,4,17:40,570,E09000001,3,3211,Single carriageway,30,Giveway or uncontrolled,3,3211,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1041,200501CP00304,532860.0,181110.0,-0.086733,51.513247,48,3,1,1,17/12/2005,7,01:00,570,E09000001,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1042,200501CP00305,532860.0,181560.0,-0.086563,51.517291,48,3,2,1,21/12/2005,4,12:05,570,E09000001,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1043,200501CP00306,533040.0,181120.0,-0.084136,51.513295,48,3,2,2,23/12/2005,6,02:38,570,E09000001,5,0,Single carriageway,30,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,Roadworks,None,1,No,E01000004,2005
1044,200501CP00307,531720.0,180950.0,-0.103212,51.512076,48,3,2,1,17/11/2005,5,18:10,570,E09000001,3,3211,One way street,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2005
1045,200501CP09007,532920.0,180850.0,-0.085967,51.510897,48,3,2,1,12/11/2005,7,20:38,570,E09000001,3,10,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000004,2005
1046,200501CW10002,528510.0,179810.0,-0.149859,51.50257,1,3,2,1,04/01/2005,3,09:28,1,E09000033,3,4,Roundabout,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1047,200501CW10003,530050.0,178230.0,-0.128266,51.488018,1,3,2,1,01/01/2005,7,01:30,1,E09000033,3,202,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,,2005
1048,200501CW10008,528000.0,179340.0,-0.157374,51.498461,1,3,2,1,12/01/2005,4,09:00,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002818,2005
1049,200501CW10013,528100.0,180490.0,-0.155516,51.508774,1,3,1,1,09/01/2005,1,01:10,1,E09000033,3,4202,Dual carriageway,40,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
1050,200501CW10014,528850.0,181200.0,-0.144456,51.514984,1,3,1,1,09/01/2005,1,15:00,1,E09000033,3,40,One way street,30,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004765,2005
1051,200501CW10015,530140.0,180470.0,-0.126145,51.508128,1,3,2,1,12/01/2005,4,12:20,1,E09000033,3,4,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1052,200501CW10016,529740.0,180780.0,-0.131791,51.511006,1,3,1,1,14/01/2005,6,02:30,1,E09000033,5,0,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
1053,200501CW10017,530050.0,179570.0,-0.127772,51.500061,1,3,1,1,08/01/2005,7,20:15,1,E09000033,3,302,One way street,30,Automatic traffic signal,3,302,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
1054,200501CW10018,529130.0,179160.0,-0.141169,51.496587,1,3,2,1,13/01/2005,5,17:33,1,E09000033,3,302,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004748,2005
1055,200501CW10019,528640.0,182160.0,-0.14713,51.523659,1,3,2,2,15/01/2005,7,17:31,1,E09000033,3,501,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004716,2005
1056,200501CW10020,529210.0,178180.0,-0.140376,51.487761,1,3,1,1,13/01/2005,5,17:15,1,E09000033,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004669,2005
1057,200501CW10022,526590.0,183470.0,-0.176193,51.535895,1,3,2,1,18/01/2005,3,12:00,1,E09000033,3,41,Dual carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004649,2005
1058,200501CW10023,528910.0,181200.0,-0.143592,51.51497,1,3,1,1,08/01/2005,7,10:28,1,E09000033,3,40,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1059,200501CW10024,528750.0,178650.0,-0.146826,51.49209,1,3,1,1,08/01/2005,7,15:58,1,E09000033,6,0,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004750,2005
1060,200501CW10025,529920.0,179520.0,-0.129662,51.499641,1,3,2,1,10/01/2005,2,18:05,1,E09000033,5,0,Unknown,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004731,2005
1061,200501CW10026,528540.0,181120.0,-0.14895,51.514336,1,3,1,1,20/01/2005,5,17:47,1,E09000033,3,40,Dual carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1062,200501CW10028,529020.0,181150.0,-0.142025,51.514496,1,3,1,1,05/01/2005,4,18:42,1,E09000033,3,4201,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004764,2005
1063,200501CW10029,528140.0,181240.0,-0.154668,51.515505,1,3,2,1,22/01/2005,7,19:40,1,E09000033,3,41,One way street,30,Automatic traffic signal,3,5204,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004714,2005
1064,200501CW10030,526580.0,182190.0,-0.176797,51.524394,1,3,1,1,11/01/2005,3,17:08,1,E09000033,5,0,Single carriageway,30,Automatic traffic signal,3,5,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004703,2005
1065,200501CW10031,527980.0,180730.0,-0.157158,51.510958,1,3,2,3,03/01/2005,2,06:58,1,E09000033,5,0,Dual carriageway,40,Automatic traffic signal,3,4202,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004689,2005
1066,200501CW10032,529270.0,181280.0,-0.138377,51.515607,1,3,1,1,07/01/2005,6,14:10,1,E09000033,3,40,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Central refuge,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1067,200501CW10033,526850.0,181120.0,-0.173292,51.514717,1,3,2,2,06/01/2005,5,18:45,1,E09000033,5,0,Single carriageway,30,Giveway or uncontrolled,3,4209,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004683,2005
1068,200501CW10034,527830.0,181710.0,-0.158963,51.519799,1,3,2,1,06/01/2005,5,23:38,1,E09000033,3,41,One way street,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004662,2005
1069,200501CW10036,529750.0,180900.0,-0.131603,51.512082,1,3,2,1,22/01/2005,7,07:50,1,E09000033,3,401,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004763,2005
1070,200501CW10037,528380.0,180190.0,-0.151593,51.506014,1,3,2,1,10/01/2005,2,00:36,1,E09000033,3,4202,Dual carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004762,2005
1071,200501CW10038,525160.0,182510.0,-0.197141,51.527586,1,3,1,1,11/01/2005,3,15:18,1,E09000033,4,414,Single carriageway,30,Automatic traffic signal,4,413,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004675,2005
1072,200501CW10039,528650.0,182070.0,-0.147019,51.522848,1,2,2,1,12/01/2005,4,12:24,1,E09000033,3,4201,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004716,2005
1073,200501CW10040,528430.0,179670.0,-0.151062,51.50133,1,3,1,1,22/01/2005,7,14:00,1,E09000033,3,302,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004690,2005
1074,200501CW10041,528930.0,179100.0,-0.144071,51.496093,1,3,1,1,14/01/2005,6,17:29,1,E09000033,6,0,One way street,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004750,2005
1075,200501CW10042,529830.0,178370.0,-0.131381,51.489327,1,3,2,1,14/01/2005,6,17:16,1,E09000033,3,202,Dual carriageway,30,Automatic traffic signal,4,310,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004737,2005
1076,200501CW10043,529660.0,180630.0,-0.132998,51.509676,1,3,1,1,14/02/2005,2,21:17,1,E09000033,3,4,One way street,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1077,200501CW10044,528840.0,181180.0,-0.144607,51.514807,1,3,1,1,17/01/2005,2,16:20,1,E09000033,3,40,Single carriageway,30,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004764,2005
1078,200501CW10045,527900.0,181960.0,-0.157864,51.52203,1,3,3,1,17/01/2005,2,17:12,1,E09000033,3,501,Dual carriageway,30,Automatic traffic signal,3,41,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004660,2005
1079,200501CW10047,529900.0,181020.0,-0.129398,51.513126,1,3,1,1,23/01/2005,1,02:59,1,E09000033,3,400,Single carriageway,30,Automatic traffic signal,3,401,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004763,2005
1080,200501CW10049,526000.0,182910.0,-0.184896,51.530994,1,3,2,1,10/01/2005,2,08:00,1,E09000033,3,5,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004711,2005
1081,200501CW10050,528950.0,181930.0,-0.142749,51.521522,1,3,1,1,19/01/2005,4,17:01,1,E09000033,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004715,2005
1082,200501CW10052,529960.0,180880.0,-0.128586,51.511854,1,3,1,1,19/01/2005,4,11:55,1,E09000033,3,400,Single carriageway,40,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
1083,200501CW10054,528560.0,177930.0,-0.149824,51.485663,1,3,2,2,13/01/2005,5,09:17,12,E09000020,3,3212,Dual carriageway,30,Automatic traffic signal,3,3216,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004669,2005
1084,200501CW10055,529970.0,178980.0,-0.129141,51.494777,1,2,2,1,13/01/2005,5,18:20,1,E09000033,4,323,Single carriageway,30,Automatic traffic signal,4,326,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004743,2005
1085,200501CW10056,528650.0,179440.0,-0.147978,51.499213,1,3,1,1,11/01/2005,3,14:28,1,E09000033,3,302,Dual carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004731,2005
1086,200501CW10057,529300.0,180150.0,-0.138359,51.505445,1,3,1,1,14/01/2005,6,21:30,1,E09000033,3,4,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1087,200501CW10058,527930.0,181970.0,-0.157428,51.522113,1,3,2,1,16/01/2005,1,15:19,1,E09000033,3,501,Dual carriageway,30,Automatic traffic signal,3,41,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004712,2005
1088,200501CW10061,529030.0,181200.0,-0.141863,51.514943,1,3,2,1,10/01/2005,2,18:15,1,E09000033,3,4201,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,No,E01004764,2005
1089,200501CW10062,529820.0,180950.0,-0.130576,51.512515,1,3,2,1,01/01/2005,7,14:35,1,E09000033,3,401,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004763,2005
1090,200501CW10063,528010.0,181020.0,-0.15662,51.513557,1,3,1,1,20/01/2005,5,23:40,1,E09000033,3,40,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004762,2005
1091,200501CW10064,528650.0,179420.0,-0.147985,51.499033,1,2,2,1,21/01/2005,6,21:42,1,E09000033,3,302,Dual carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004690,2005
1092,200501CW10070,528630.0,181140.0,-0.147646,51.514495,1,2,1,1,16/01/2005,1,17:18,1,E09000033,3,40,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1093,200501CW10073,525880.0,181640.0,-0.187078,51.519607,1,3,2,1,23/01/2005,1,15:30,1,E09000033,3,40,Dual carriageway,50,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004757,2005
1094,200501CW10074,524930.0,182150.0,-0.200583,51.524402,1,3,2,1,24/01/2005,2,17:36,1,E09000033,5,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004675,2005
1095,200501CW10075,529470.0,178970.0,-0.136344,51.494802,1,2,2,1,26/01/2005,4,08:15,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,4,324,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004744,2005
1096,200501CW10076,529000.0,181230.0,-0.142284,51.515219,1,3,1,2,26/01/2005,4,14:10,1,E09000033,3,4201,Dual carriageway,30,Automatic traffic signal,3,40,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1097,200501CW10077,528420.0,179680.0,-0.151202,51.501422,1,3,2,1,25/01/2005,3,19:10,1,E09000033,3,302,Single carriageway,30,Stop Sign,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,Permanent sign or marking defective or obscured,None,1,Yes,E01004690,2005
1098,200501CW10078,529830.0,180950.0,-0.130432,51.512513,1,3,1,1,26/01/2005,4,16:44,1,E09000033,3,401,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
1099,200501CW10079,530860.0,181040.0,-0.115564,51.513084,1,3,1,1,18/01/2005,3,23:20,1,E09000033,3,4,One way street,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004735,2005
1100,200501CW10080,527770.0,181920.0,-0.159751,51.5217,1,3,3,1,26/01/2005,4,03:25,1,E09000033,3,41,Dual carriageway,30,Automatic traffic signal,3,501,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,Auto traffic singal out,None,1,Yes,E01004662,2005
1101,200501CW10081,526690.0,183000.0,-0.174921,51.531649,1,3,2,1,26/01/2005,4,10:25,1,E09000033,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004726,2005
1102,200501CW10082,530000.0,180390.0,-0.12819,51.507441,1,3,1,1,27/01/2005,5,11:30,1,E09000033,3,4,One way street,30,Automatic traffic signal,3,3212,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1103,200501CW10083,529520.0,179380.0,-0.135473,51.498475,1,3,1,1,27/01/2005,5,11:05,1,E09000033,6,0,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004731,2005
1104,200501CW10084,529110.0,178400.0,-0.141735,51.489761,1,3,2,1,27/01/2005,5,19:00,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004753,2005
1105,200501CW10085,529930.0,180980.0,-0.128981,51.51276,1,3,2,1,20/01/2005,5,13:30,1,E09000033,3,400,Dual carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
1106,200501CW10086,529650.0,180430.0,-0.133216,51.507881,1,2,1,1,20/01/2005,5,15:26,1,E09000033,3,4,One way street,30,Giveway or uncontrolled,4,2327,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004736,2005
